Name,Set Name,Owner,Quantity,MARKET
Tithe Taker,Wilds of Eldraine Commander,Eric,1,0.15
Together Forever,March of the Machine Commander,Eric,1,0.11
Tolarian Terror,Foundations,Eric,1,0.04
Tomb of Annihilation,Adventures in the Forgotten Realms Tokens,Eric,1,
Tomb of Horrors Adventurer,Commander Legends: Battle for Baldur's Gate,Eric,1,0.22
Tomb Trawler,Outlaws of Thunder Junction,Eric,1,0.09
Tome Shredder,Strixhaven: School of Mages,Eric,1,0.05
"Tori D'Avenant, Fury Rider",Dominaria United,Eric,1,0.13
Torrential Gearhulk,Commander Masters,Eric,1,0.89
Tortured Existence,Stronghold,Eric,1,11.67
Towashi Guide-Bot,Kamigawa: Neon Dynasty,Eric,1,0.09
Tower of Calamities,Scars of Mirrodin,Eric,1,0.19
Towering Viewpoint,Assassin's Creed,Eric,9,0.04
Towering-Wave Mystic,Theros Beyond Death,Eric,1,0.03
Toxic Deluge,Tales of Middle-earth Commander,Eric,1,6.01
Toy Token,Duskmourn: House of Horror Tokens,Eric,1,0.18
Trading Post,Tales of Middle-earth Commander,Eric,1,0.20
Trailblazer's Boots,Outlaws of Thunder Junction Commander,Eric,1,2.60
Trained Arynx,Outlaws of Thunder Junction,Eric,2,0.04
Training Grounds,March of the Machine: The Aftermath,Eric,1,3.56
Tranquil Cove,Tales of Middle-earth Commander,Eric,1,0.07
Tranquil Cove,Foundations,Eric,1,0.04
Tranquil Thicket,Modern Horizons 3 Commander,Eric,1,0.09
Tranquil Thicket,Tales of Middle-earth Commander,Eric,1,0.08
Tranquilize,Assassin's Creed,Eric,6,0.10
Transcendent Envoy,Wilds of Eldraine Commander,Eric,1,0.14
Transcendent Envoy,Theros Beyond Death,Eric,1,0.09
Trap the Trespassers,Tales of Middle-earth Commander,Eric,1,0.07
Trapped in the Screen,Duskmourn: House of Horror,Eric,1,0.04
Trash the Town,Outlaws of Thunder Junction,Eric,1,0.15
Travel Through Caradhras,Tales of Middle-earth Commander,Eric,1,0.08
Traverse the Ulvenwald,Innistrad Remastered,Eric,1,0.95
Treason of Isengard,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.02
Treasure Chest,Adventures in the Forgotten Realms,Eric,1,0.40
Treasure Chest,Adventures in the Forgotten Realms,Eric,1,0.30
Treasure Chest,Adventures in the Forgotten Realms,Eric,1,0.30
Treasure Token,Secret Lair Drop,Eric,1,1.43
Treasure Token,Modern Horizons 3 Tokens,Eric,2,0.21
Treasure Token,Innistrad: Crimson Vow Tokens,Eric,3,0.19
Treasure Token,Kamigawa: Neon Dynasty Tokens,Eric,4,0.19
Treasure Token,Assassin's Creed Tokens,Eric,13,0.17
Treasure Token,Adventures in the Forgotten Realms Tokens,Eric,7,0.17
Treasure Token,Outlaws of Thunder Junction Tokens,Eric,7,0.12
Treasure Token,March of the Machine Tokens,Eric,4,0.05
Treasure Token,Assassin's Creed Tokens,Eric,3,
Treasure Token,Battle for Baldur's Gate Tokens,Eric,4,
Treasure Token,Tales of Middle-earth Tokens,Eric,7,
Treasure Vault,Adventures in the Forgotten Realms,Eric,1,4.22
Treasure Vault,Adventures in the Forgotten Realms,Eric,1,3.43
"Treebeard, Gracious Host",Tales of Middle-earth Commander,Eric,1,0.59
Treefolk Token,Tales of Middle-earth Commander Tokens,Eric,3,0.18
Treetop Sentries,Bloomburrow,Eric,1,0.03
Treetop Sentries,Bloomburrow,Eric,1,0.02
Treetop Snarespinner,Foundations,Eric,1,0.04
"Trelasarra, Moon Dancer",Adventures in the Forgotten Realms,Eric,2,0.22
Trick Shot,Outlaws of Thunder Junction,Eric,1,0.05
Trick Shot,Outlaws of Thunder Junction,Eric,4,0.03
Trickster's Talisman,Adventures in the Forgotten Realms,Eric,1,0.14
Triskelion,March of the Machine Commander,Eric,1,0.15
Triumphant Adventurer,Adventures in the Forgotten Realms,Eric,1,0.23
Triumphant Chomp,The Lost Caverns of Ixalan,Eric,1,0.08
Troll of Khazad-dûm,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.59
True Polymorph,Adventures in the Forgotten Realms,Eric,1,0.22
True Polymorph,Adventures in the Forgotten Realms,Eric,2,0.19
Truefire Captain,Ravnica Remastered,Eric,1,0.06
Truga Jungle,March of the Machine Commander,Eric,1,0.28
Trumpeting Carnosaur,The Lost Caverns of Ixalan,Eric,1,1.69
Tumbleweed Rising,Outlaws of Thunder Junction,Eric,3,0.09
Tune the Narrative,Modern Horizons 3,Eric,1,0.17
Tunnel Tipster,Murders at Karlov Manor,Eric,1,0.04
Turri Island,March of the Machine Commander,Eric,1,0.19
Twinblade Geist,Innistrad Remastered,Eric,1,0.06
Twinferno,Dominaria United,Eric,1,0.17
Twinflame Tyrant,Foundations,Eric,1,21.57
Twisted Landscape,Modern Horizons 3,Eric,1,0.09
Two-Handed Axe // Sweeping Cleave,Commander Legends: Battle for Baldur's Gate,Eric,1,3.78
"Tymaret, Chosen from Death",Multiverse Legends,Eric,2,0.11
Tyrant's Scorn,Breaking News,Eric,1,0.05
Tyvar Kell,Kaldheim,Eric,1,3.12
Uglúk of the White Hand,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.18
Uglúk of the White Hand,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Ulamog's Crusher,Commander Masters,Eric,1,0.15
"Ulasht, the Hate Seed",Neon Dynasty Commander,Eric,1,0.11
Umbra Mystic,Wilds of Eldraine Commander,Eric,1,0.75
Umbral Juke,Strixhaven: School of Mages,Eric,1,0.04
Unbounded Potential,Commander Masters,Eric,1,0.07
Unbreakable Formation,Ravnica Remastered,Eric,1,2.05
Unbreakable Formation,March of the Machine Commander,Eric,1,0.67
Unbreakable Formation,Tales of Middle-earth Commander,Eric,1,0.28
Uncharted Haven,Bloomburrow,Eric,1,0.04
Uncivil Unrest,March of the Machine Commander,Eric,1,10.46
Unclaimed Territory,Crimson Vow Commander,Eric,1,0.37
Unclaimed Territory,Lost Caverns of Ixalan Commander,Eric,4,0.17
Undead Slayer,Magic 2010,Eric,1,0.06
Undercity Eliminator,Murders at Karlov Manor,Eric,1,0.03
Undercity Scrounger,Kamigawa: Neon Dynasty,Eric,1,0.04
Underdark Basilisk,Adventures in the Forgotten Realms,Eric,1,0.14
Underdark Basilisk,Adventures in the Forgotten Realms,Eric,1,0.11
Underdark Explorer,Commander Legends: Battle for Baldur's Gate,Eric,1,0.06
Underdark Rift,Forgotten Realms Commander,Eric,2,0.44
Underworld Connections,Crimson Vow Commander,Eric,1,1.08
Unexpected Windfall,Adventures in the Forgotten Realms,Eric,1,1.52
Unfinished Business,Wilds of Eldraine Commander,Eric,1,0.34
Unfortunate Accident,Outlaws of Thunder Junction,Eric,1,0.06
Unholy Officiant,Innistrad: Crimson Vow,Eric,1,0.02
Unidentified Hovership,Duskmourn: House of Horror,Eric,1,0.27
Universal Solvent,Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
Universal Surveillance,Neon Dynasty Commander,Eric,1,0.15
Unlucky Witness,Streets of New Capenna,Eric,1,0.15
Unlucky Witness,Streets of New Capenna,Eric,1,0.07
Unnatural Growth,Secret Lair Drop,Eric,1,5.81
Unquenchable Fury,Neon Dynasty Commander,Eric,1,0.24
Unstable Amulet,Modern Horizons 3,Eric,1,0.05
Unstable Obelisk,Forgotten Realms Commander,Eric,1,0.08
Unstable Obelisk,Crimson Vow Commander,Eric,1,0.08
Untimely Malfunction,Duskmourn: House of Horror,Eric,1,4.79
Untimely Malfunction,Duskmourn: House of Horror,Eric,1,2.97
Unwanted Remake,Duskmourn: House of Horror,Eric,1,0.18
Unwinding Clock,Commander 2018,Eric,1,9.51
Unyaro,March of the Machine Commander,Eric,1,1.03
Upriser Renegade,Kamigawa: Neon Dynasty,Eric,1,0.03
Urban Daggertooth,Modern Horizons 2,Eric,1,0.12
Urborg Panther,Mirage,Eric,1,0.14
Urge to Feed,Crimson Vow Commander,Eric,1,0.18
Utopia Sprawl,Wilds of Eldraine Commander,Eric,1,1.35
"Uurg, Spawn of Turg",Dominaria United,Eric,1,0.17
"Valduk, Keeper of the Flame",Multiverse Legends,Eric,1,0.03
Valiant Endeavor,Forgotten Realms Commander,Eric,1,0.78
Valiant Knight,March of the Machine Commander,Eric,1,0.20
Valor Singer,Adventures in the Forgotten Realms,Eric,1,0.02
Valorous Stance,Innistrad: Crimson Vow,Eric,1,0.09
Vampire Knight Token,March of the Machine Commander Tokens,Eric,2,0.14
Vampire Nighthawk,Crimson Vow Commander,Eric,1,0.20
Vampire Nighthawk,Foundations,Eric,1,0.14
Vampire Sovereign,Double Masters 2022,Eric,1,0.07
Vampire Spawn,Adventures in the Forgotten Realms,Eric,1,0.17
Vampire Token,Innistrad: Crimson Vow Tokens,Eric,3,0.30
Vampires' Vengeance,March of the Machine Commander,Eric,1,0.14
Vampiric Dragon,Crimson Vow Commander,Eric,1,0.18
Vandalblast,Crimson Vow Commander,Eric,1,3.48
Vandalblast,Forgotten Realms Commander,Eric,1,3.18
Vanishing Verse,Breaking News,Eric,1,0.20
Vanquish the Weak,Zendikar Rising,Eric,1,0.01
Vanquisher's Banner,Tales of Middle-earth Commander,Eric,3,4.92
Vanquisher's Banner,March of the Machine Commander,Eric,1,4.82
"Varis, Silverymoon Ranger",Adventures in the Forgotten Realms,Eric,1,0.15
Vastwood Surge,Neon Dynasty Commander,Eric,1,0.20
Vault of the Archangel,Outlaws of Thunder Junction Commander,Eric,1,0.77
Vault Plunderer,Outlaws of Thunder Junction,Eric,2,0.03
Vaultborn Tyrant,The Big Score,Eric,1,32.84
Vedalken Engineer,Neon Dynasty Commander,Eric,1,0.14
Vedalken Humiliator,March of the Machine Commander,Eric,1,0.14
Vedalken Mesmerist,Ravnica Remastered,Eric,1,0.01
Veinwitch Coven,Outlaws of Thunder Junction Commander,Eric,1,0.47
Vengeful Ancestor,Forgotten Realms Commander,Eric,1,1.73
Vengeful Possession,Duskmourn: House of Horror,Eric,1,0.04
Vengeful Townsfolk,Outlaws of Thunder Junction,Eric,2,0.02
Venomous Hierophant,Theros Beyond Death,Eric,1,0.04
Verdant Embrace,Wilds of Eldraine Commander,Eric,1,0.21
Verge Rangers,Tales of Middle-earth Commander,Eric,1,0.12
Vernadi Shieldmate,Ravnica Remastered,Eric,1,0.04
Veteran Dungeoneer,Adventures in the Forgotten Realms,Eric,1,0.05
Veteran Guardmouse,Bloomburrow,Eric,1,0.02
Veteran Soldier,Commander Legends: Battle for Baldur's Gate,Eric,1,0.18
"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
"Vial Smasher, Gleeful Grenadier",Outlaws of Thunder Junction,Eric,1,0.12
Vicious Battlerager,Commander Legends: Battle for Baldur's Gate,Eric,1,0.10
"Viconia, Drow Apostate",Commander Legends: Battle for Baldur's Gate,Eric,1,0.09
"Viconia, Drow Apostate",Commander Legends: Battle for Baldur's Gate,Eric,1,0.05
Victimize,Modern Horizons 3,Eric,1,0.41
Viewpoint Synchronization,Assassin's Creed,Eric,1,1.45
Viewpoint Synchronization,Assassin's Creed,Eric,7,0.17
"Vihaan, Goldwaker",Outlaws of Thunder Junction Commander,Eric,1,0.39
Village Bell-Ringer,Tales of Middle-earth Commander,Eric,1,0.18
Villainous Wealth,Breaking News,Eric,1,0.17
Vindictive Lich,Commander Masters,Eric,1,0.30
Vineglimmer Snarl,March of the Machine Commander,Eric,1,0.15
Vineglimmer Snarl,Tales of Middle-earth Commander,Eric,1,0.13
Vinereap Mentor,Bloomburrow,Eric,1,0.16
Violent Urge,Duskmourn: House of Horror,Eric,1,0.08
Viridescent Bog,Modern Horizons 3 Commander,Eric,1,0.25
Visage Bandit,Outlaws of Thunder Junction,Eric,1,0.09
Visions of Glory,Tales of Middle-earth Commander,Eric,1,0.18
"Vitu-Ghazi, the City-Tree",Wilds of Eldraine Commander,Eric,1,0.08
Vodalian Hexcatcher,Dominaria United,Eric,1,2.44
Vodalian Wave-Knight,March of the Machine Commander,Eric,1,0.40
"Vohar, Vodalian Desecrator",Dominaria United,Eric,1,0.05
Voidpouncer,Modern Horizons 3,Eric,2,0.03
Volatile Fjord,Kaldheim,Eric,1,0.89
Voldaren Epicure,Innistrad: Crimson Vow,Eric,1,0.18
Voldaren Epicure,Innistrad Remastered,Eric,1,0.08
"Volo, Guide to Monsters",Adventures in the Forgotten Realms,Eric,1,0.24
Volshe Tideturner,Dominaria United,Eric,1,0.03
Voltaic Visionary,Innistrad: Crimson Vow,Eric,1,0.06
Voltstorm Angel,Modern Horizons 3,Eric,1,0.06
"Vona, Butcher of Magan",March of the Machine Commander,Eric,1,0.14
Voracious Fell Beast,The Lord of the Rings: Tales of Middle-earth,Eric,3,0.07
Voracious Varmint,Outlaws of Thunder Junction,Eric,2,0.04
Vorpal Sword,Adventures in the Forgotten Realms,Eric,1,2.95
Vorpal Sword,Adventures in the Forgotten Realms,Eric,1,1.47
Vrock,Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
"Vrondiss, Rage of Ancients",Forgotten Realms Commander,Eric,1,0.51
Vulshok Factory,Phyrexia: All Will Be One Commander,Eric,1,0.12
Walking Skyscraper,Kamigawa: Neon Dynasty,Eric,1,0.03
Wall of Junk,Dominaria Remastered,Eric,1,0.14
Wand of Wonder,Commander Legends: Battle for Baldur's Gate,Eric,1,0.94
Wandering Mind,Innistrad: Crimson Vow,Eric,1,0.04
Wandering Troubadour,Adventures in the Forgotten Realms,Eric,1,0.16
Wandertale Mentor,Bloomburrow,Eric,1,0.11
Wanted Griffin,Outlaws of Thunder Junction,Eric,1,0.03
War Squeak,Bloomburrow,Eric,1,0.06
War Squeak,Bloomburrow,Eric,1,0.02
Warbeast of Gorgoroth,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Warbriar Blessing,Wilds of Eldraine Commander,Eric,1,0.02
Warden of Evos Isle,Core Set 2020,Eric,1,0.11
Warehouse Thief,Commander Legends: Battle for Baldur's Gate,Eric,2,0.02
Warlock Class,Adventures in the Forgotten Realms,Eric,1,0.31
Warlock Class,Adventures in the Forgotten Realms,Eric,1,0.22
Warren Elder,Bloomburrow,Eric,3,0.03
Warrior Token,Secret Lair Drop,Eric,1,0.84
Warstorm Surge,Forgotten Realms Commander,Eric,1,0.77
Watcher of the Spheres,Core Set 2021,Eric,1,0.32
Waterfall Aerialist,Strixhaven: School of Mages,Eric,1,0.02
Waterlogged Grove,Assassin's Creed,Eric,1,5.66
Waterspout Warden,Bloomburrow,Eric,1,0.01
Wax-Wane Witness,Bloomburrow,Eric,1,0.03
Wayfarer's Bauble,Tales of Middle-earth Commander,Eric,1,0.40
Wayfarer's Bauble,Modern Horizons 3 Commander,Eric,1,0.33
We Ride at Dawn,Outlaws of Thunder Junction Commander,Eric,1,0.18
Weathered Wayfarer,Tales of Middle-earth Commander,Eric,1,0.81
Weatherlight,Neon Dynasty Commander,Eric,1,0.63
Webspinner Cuff,Kamigawa: Neon Dynasty,Eric,1,0.07
Weirding Wood,March of the Machine Commander,Eric,1,0.10
Well of Lost Dreams,Tales of Middle-earth Commander,Eric,1,0.58
Werewolf Pack Leader,Adventures in the Forgotten Realms Promos,Eric,2,1.01
Werewolf Pack Leader,Adventures in the Forgotten Realms,Eric,1,0.85
Westfold Rider,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Westgate Regent,Adventures in the Forgotten Realms,Eric,1,0.36
Westgate Regent,Adventures in the Forgotten Realms,Eric,1,0.17
What Must Be Done,Assassin's Creed,Eric,1,0.48
What Must Be Done,Assassin's Creed,Eric,5,0.19
Whiptongue Hydra,Neon Dynasty Commander,Eric,1,0.50
Whirler Rogue,Neon Dynasty Commander,Eric,1,0.06
Whirler Rogue,March of the Machine Commander,Eric,1,0.05
Whirler Virtuoso,Modern Horizons 3 Commander,Eric,1,0.07
Whirlwind of Thought,Ikoria: Lair of Behemoths,Eric,1,0.92
Whiskerquill Scribe,Bloomburrow,Eric,1,0.02
Whiskervale Forerunner,Bloomburrow,Eric,1,0.16
Whisper Agent,Ravnica Remastered,Eric,1,0.01
Whisper Squad,Ikoria: Lair of Behemoths,Eric,1,0.06
Whispersilk Cloak,Secret Lair Drop,Eric,1,13.30
Whispersilk Cloak,Tales of Middle-earth Commander,Eric,4,1.67
White Dragon,Adventures in the Forgotten Realms,Eric,1,0.27
White Dragon,Adventures in the Forgotten Realms,Eric,1,0.18
White Sun's Zenith,Phyrexia: All Will Be One Commander,Eric,1,1.49
Wight,Adventures in the Forgotten Realms,Eric,1,0.19
Wild Endeavor,Forgotten Realms Commander,Eric,1,0.19
Wild Magic Surge,Commander Legends: Battle for Baldur's Gate,Eric,1,0.39
Wild Shape,Adventures in the Forgotten Realms,Eric,1,0.07
Wild-Magic Sorcerer,Forgotten Realms Commander,Eric,1,6.22
Wild-Magic Sorcerer,Forgotten Realms Commander,Eric,1,5.35
Wildwood Mentor,Wilds of Eldraine,Eric,1,1.00
Willow-Wind,The Lord of the Rings: Tales of Middle-earth,Eric,3,0.04
"Wilson, Refined Grizzly",Commander Legends: Battle for Baldur's Gate,Eric,1,0.12
Wind-Scarred Crag,Kamigawa: Neon Dynasty,Eric,1,0.09
Wind-Scarred Crag,Khans of Tarkir,Eric,1,0.07
Wind-Scarred Crag,Tales of Middle-earth Commander,Eric,1,0.07
Windbrisk Heights,Tales of Middle-earth Commander,Eric,1,0.17
Windbrisk Heights,Phyrexia: All Will Be One Commander,Eric,1,0.15
Windbrisk Raptor,Shadowmoor,Eric,1,5.48
Winds of Rath,Wilds of Eldraine Commander,Eric,1,0.25
Windswift Slice,Tales of Middle-earth Commander,Eric,1,0.43
Winged Boots,Forgotten Realms Commander,Eric,1,4.27
Winged Words,Core Set 2020,Eric,1,0.09
Wingmate Roc,Khans of Tarkir,Eric,1,0.34
Wings of the Cosmos,Kaldheim,Eric,1,0.03
Winter Eladrin,Commander Legends: Battle for Baldur's Gate,Eric,1,0.07
Wintermoor Commander,March of the Machine Commander,Eric,1,0.10
Wish,Adventures in the Forgotten Realms,Eric,1,2.18
Witch of the Moors,Outlaws of Thunder Junction Commander,Eric,1,0.72
Witching Well,Commander Masters,Eric,1,0.08
Witchstalker,Magic 2014,Eric,1,0.32
Witchstalker Frenzy,Wilds of Eldraine,Eric,1,0.21
Witness of Tomorrows,Theros Beyond Death,Eric,1,0.01
Witness Protection,Foundations,Eric,1,0.09
Wizard Class,Adventures in the Forgotten Realms,Eric,1,3.13
Wizard Class,Adventures in the Forgotten Realms,Eric,3,2.10
Wizard's Spellbook,Adventures in the Forgotten Realms,Eric,1,0.43
Wizard's Spellbook,Adventures in the Forgotten Realms,Eric,1,0.22
Wizards of Thay,Commander Legends: Battle for Baldur's Gate,Eric,1,0.36
Wojek Bodyguard,Ravnica Remastered,Eric,1,0.01
Wolf Strike,Innistrad: Crimson Vow,Eric,1,0.05
"Wolverine, Best There Is",Secret Lair Drop,Eric,1,34.48
Wonder,Modern Horizons 2,Eric,1,4.60
Wood Elves,March of the Machine Commander,Eric,1,0.27
Wood Elves,Tales of Middle-earth Commander,Eric,1,0.21
Wooded Ridgeline,Dominaria United,Eric,1,0.17
Woodfall Primus,Tales of Middle-earth Commander,Eric,1,0.20
Woodland Acolyte // Mend the Wilds,Wilds of Eldraine,Eric,1,0.06
Woodland Cemetery,Tales of Middle-earth Commander,Eric,1,1.22
Woodland Stream,Tales of Middle-earth Commander,Eric,1,0.07
Workshop Elders,March of the Machine Commander,Eric,1,0.07
Worthy Knight,March of the Machine Commander,Eric,1,0.22
Wose Pathfinder,The Lord of the Rings: Tales of Middle-earth,Eric,3,0.03
Wretched Throng,Innistrad Remastered,Eric,1,0.03
Wretched Throng,Innistrad: Crimson Vow,Eric,2,0.01
Wulfgar of Icewind Dale,Forgotten Realms Commander,Eric,1,4.95
Wulfgar of Icewind Dale,Forgotten Realms Commander,Eric,1,3.80
"Wyll, Blade of Frontiers",Commander Legends: Battle for Baldur's Gate,Eric,1,0.67
Xerex Strobe-Knight,March of the Machine,Eric,2,0.05
Xorn,Adventures in the Forgotten Realms,Eric,1,6.61
Yavimaya Elder,Modern Horizons 3 Commander,Eric,1,0.07
"Yggdrasil, Rebirth Engine",Assassin's Creed,Eric,1,9.73
"Yorion, Sky Nomad",Multiverse Legends,Eric,1,0.45
You Cannot Pass!,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.06
You Come to a River,Adventures in the Forgotten Realms,Eric,1,0.08
You Come to the Gnoll Camp,Adventures in the Forgotten Realms,Eric,1,0.04
You Come to the Gnoll Camp,Adventures in the Forgotten Realms,Eric,1,0.02
You Find a Cursed Idol,Adventures in the Forgotten Realms,Eric,1,0.13
You Find Some Prisoners,Adventures in the Forgotten Realms,Eric,1,3.48
You Find Some Prisoners,Adventures in the Forgotten Realms,Eric,1,0.15
You Find the Villains' Lair,Adventures in the Forgotten Realms,Eric,1,0.14
You Happen On a Glade,Adventures in the Forgotten Realms,Eric,1,0.20
You Hear Something on Watch,Adventures in the Forgotten Realms,Eric,1,0.08
You Meet in a Tavern,Adventures in the Forgotten Realms,Eric,1,0.08
You See a Guard Approach,Adventures in the Forgotten Realms,Eric,1,0.11
You See a Pair of Goblins,Adventures in the Forgotten Realms,Eric,1,0.22
You're Ambushed on the Road,Adventures in the Forgotten Realms,Eric,1,0.05
You're Confronted by Robbers,Commander Legends: Battle for Baldur's Gate,Eric,1,0.02
You've Been Caught Stealing,Commander Legends: Battle for Baldur's Gate,Eric,1,0.02
Young Wolf,Innistrad Remastered,Eric,1,0.48
Your Temple Is Under Attack,Commander Legends: Battle for Baldur's Gate,Eric,1,0.19
Yuan-Ti Fang-Blade,Adventures in the Forgotten Realms,Eric,1,0.06
Yuan-Ti Malison,Adventures in the Forgotten Realms,Eric,1,0.25
Yuan-Ti Malison,Adventures in the Forgotten Realms,Eric,1,0.24
"Zacama, Primal Calamity",Rivals of Ixalan,Eric,1,1.36
"Zahid, Djinn of the Lamp",Commander Masters,Eric,1,0.03
"Zalto, Fire Giant Duke",Adventures in the Forgotten Realms Promos,Eric,1,0.86
"Zalto, Fire Giant Duke",Adventures in the Forgotten Realms,Eric,1,0.11
"Zar Ojanen, Scion of Efrava",Dominaria United,Eric,1,0.16
"Zar Ojanen, Scion of Efrava",Dominaria United,Eric,1,0.05
"Zariel, Archduke of Avernus",Adventures in the Forgotten Realms,Eric,1,5.09
"Zariel, Archduke of Avernus Emblem",Adventures in the Forgotten Realms Tokens,Eric,1,
